1:10001	3.4999999999999996
1:10002	3.5
1:10003	3.5
1:10004	3.5
1:10005	3.4999999999999996
1:10006	3.4999999999999996
1:10007	3.5
2:10001	2.8857142857142852
2:10002	2.8857142857142852
2:10003	2.8857142857142852
2:10004	2.8857142857142852
2:10005	2.8857142857142852
2:10006	2.8857142857142852
2:10007	2.8857142857142857
3:10001	3.8857142857142852
3:10002	3.8857142857142852
3:10003	3.8857142857142852
3:10004	3.8857142857142852
3:10005	3.8857142857142843
3:10006	3.8857142857142852
3:10007	3.8857142857142852
4:10001	4.114285714285714
4:10002	4.114285714285714
4:10003	4.114285714285714
4:10004	4.114285714285714
4:10005	4.114285714285714
4:10006	4.114285714285714
4:10007	4.114285714285714
5:10001	3.4142857142857137
5:10002	3.4142857142857137
5:10003	3.4142857142857137
5:10004	3.4142857142857146
5:10005	3.4142857142857137
5:10006	3.4142857142857146
5:10007	3.414285714285714
